,Name,City,Portfolio Manager,Trustee,Supervisory organisation
3,"""Commercial"" Treuhand- und Verwaltungs AG",Zürich,X,,FINcontrol Suisse AG
4,1.618 Capital AG,Zug,X,,OSFIN Organisation de surveillance financière
5,1788 Capital S.A.,Genève,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
6,1L Capital AG,Zürich,X,,FINcontrol Suisse AG
7,2C Advisors Sarl,Genève,X,,SO-FIT Organisme de Surveillance pour Intermédiaires Financiers & Trustees
8,2trade group ltd,Zürich,X,,OSFIN Organisation de surveillance financière
9,3T Family Office SA,Genève,X,,SO-FIT Organisme de Surveillance pour Intermédiaires Financiers & Trustees
10,3Worlds AG,Zug,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
11,47 Capital AG,Wollerau,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
12,47 Heritage AG,Zürich,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
13,4e Capital AG,Zug,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
14,720 AM SA,Châtelaine,X,,ORGANISME DE SURVEILLANCE DES INSTITUTS FINANCIERS OSIF
15,A - Round Investment SA,Lugano,X,,OSFIN Organisation de surveillance financière
16,A&T Alpha Credit SA,Genève,X,,ORGANISME DE SURVEILLANCE DES INSTITUTS FINANCIERS OSIF
17,A.J.K. Wealth Management (Schweiz) AG,Zürich,X,,FINcontrol Suisse AG
18,A.M. Family Office SA,Locarno,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
19,A1+ Asset Management SA,Givrins,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
20,AAA Vermögensverwaltung Wiggenhauser,Bülach,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
21,AarauInvest AG,Aarau,X,,FINcontrol Suisse AG
22,ABBR Aktiengesellschaft,Buchs SG,X,,OSFIN Organisation de surveillance financière
23,Abeloo SA,Genève,X,,ORGANISME DE SURVEILLANCE DES INSTITUTS FINANCIERS OSIF
24,ABRIAS Investment Management AG,Zug,X,,FINcontrol Suisse AG
25,Abts & De Maertelaere GmbH,Zug,X,,FINcontrol Suisse AG
26,ACCRESCO Investment AG,Basel,X,,FINcontrol Suisse AG
27,ACCURATE WEALTH MANAGEMENT SA,Genève,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
28,Accuro Trust (Switzerland) SA,Grand-Lancy,,X,ORGANISME DE SURVEILLANCE DES INSTITUTS FINANCIERS OSIF
29,ACE TRUSTEES SA,Genève,,X,ORGANISME DE SURVEILLANCE DES INSTITUTS FINANCIERS OSIF
30,ACR Wirtschaft und Vermögen AG,St. Gallen,X,,FINcontrol Suisse AG
31,ACT Asset Management AG,Zürich,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
32,Actan AG,Luzern,X,,FINcontrol Suisse AG
33,Actieninvest AG,Zürich,X,,FINcontrol Suisse AG
34,Active Advisory Partners AG,Solothurn,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
35,Actus Capital SA,Nyon,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
36,Adams Berg SA,Paradiso,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
37,Adaptivv Financial Technologies AG,Zürich,X,,FINcontrol Suisse AG
38,ADDVISION WEALTH MANAGEMENT SA,Genève,X,,ORGANISME DE SURVEILLANCE DES INSTITUTS FINANCIERS OSIF
39,Adelga AG,Basel,X,,FINcontrol Suisse AG
40,Adequaris AG,Fribourg,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
41,ADN FINANCE SA,Genève,X,,SO-FIT Organisme de Surveillance pour Intermédiaires Financiers & Trustees
42,Advantage Family Office Services SA,Genève,X,,SO-FIT Organisme de Surveillance pour Intermédiaires Financiers & Trustees
43,Advantage Finance SA,Genève,X,,ORGANISME DE SURVEILLANCE DES INSTITUTS FINANCIERS OSIF
44,Adventus Capital AG,Zürich,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
45,Aequitum SA,Lugano,X,,OSFIN Organisation de surveillance financière
46,Agave Advisors SA,Genève,X,,SO-FIT Organisme de Surveillance pour Intermédiaires Financiers & Trustees
47,Agence Suisse Du Patrimoine SA,Genève,X,,ORGANISME DE SURVEILLANCE DES INSTITUTS FINANCIERS OSIF
48,AGENDA INVEST AG,Lugano,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
49,AGFIF International AG,Zürich,X,,OSFIN Organisation de surveillance financière
50,AJ Capital Management SA,Chiasso,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
51,AKOFIN AG,Tägerwilen,X,,FINcontrol Suisse AG
52,Aktiva Vermögensverwaltung AG,Zollikon,X,,FINcontrol Suisse AG
53,ALAF Capital SA,Genève,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
54,Alameda Partners AG,Wollerau,X,,OSFIN Organisation de surveillance financière
55,Alana Capital SA (en formation),Genève,X,,SO-FIT Organisme de Surveillance pour Intermédiaires Financiers & Trustees
56,Albion Capital Management Ltd.,Zürich,X,,FINcontrol Suisse AG
57,Albula Advisors SA,Lugano,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
58,"Alder, Helfenstein & Partner AG",Luzern,X,,FINcontrol Suisse AG
59,ALERE SYON WEALTH Sàrl,Le Grand-Saconnex,X,,ORGANISME DE SURVEILLANCE DES INSTITUTS FINANCIERS OSIF
60,Alex Morgenbesser - Yekara,Genève,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
61,Alkimia SA,Genève,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
62,Allegra Vermögensverwaltungs AG,Chur,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
63,Alliance Partners SA,Genève,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
64,All-In Finanz AG,Zürich,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
65,Almada Capital Sàrl,Genève,X,,SO-FIT Organisme de Surveillance pour Intermédiaires Financiers & Trustees
66,Alp Financial Services SA,Nyon,X,,ORGANISME DE SURVEILLANCE DES INSTITUTS FINANCIERS OSIF
67,Alpadis Trust (Switzerland) AG,Zürich,,X,FINcontrol Suisse AG
68,ALP-GESTION.CH SA,Martigny,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
69,Alpha Asset Administration AG,Buchs SG,X,,OSFIN Organisation de surveillance financière
70,Alpha Bloom AG,Pfäffikon SZ,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
71,Alpha Blue Sky Management SA,Genève,X,,SO-FIT Organisme de Surveillance pour Intermédiaires Financiers & Trustees
72,Alpha Capital AG,Zürich,X,,OSFIN Organisation de surveillance financière
73,Alpha Leonis Partners AG,Zürich,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
74,Alphabeta Partners AG,Baar,X,,FINcontrol Suisse AG
75,AlphaMatrix Finance SA,Genève,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
76,AlphaSwiss Partners SA,Genève,X,,SO-FIT Organisme de Surveillance pour Intermédiaires Financiers & Trustees
77,Alphen Asset Management AG,Zürich,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
78,Alpina Fiduciaries SA,Nyon,,X,SO-FIT Organisme de Surveillance pour Intermédiaires Financiers & Trustees
79,Alston Capital Sàrl,Genève,X,,SO-FIT Organisme de Surveillance pour Intermédiaires Financiers & Trustees
80,Altaïr Finance AG,Zug,X,,SO-FIT Organisme de Surveillance pour Intermédiaires Financiers & Trustees
81,Alternative Finance SA,Paradiso,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
82,Alternative Investment Solutions SA,Genève,X,,ORGANISME DE SURVEILLANCE DES INSTITUTS FINANCIERS OSIF
83,AlTi Wealth Management (Switzerland) SA,Lugano,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
84,Altiqa SA,Lugano,,X,OSFIN Organisation de surveillance financière
85,ALTITUDE INVESTMENT SOLUTIONS SA,Genève,X,,ORGANISME DE SURVEILLANCE DES INSTITUTS FINANCIERS OSIF
86,Alto Capital AG,Zug,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
87,ALTOR CAPITAL MANAGEMENT SA,Genève,X,,SO-FIT Organisme de Surveillance pour Intermédiaires Financiers & Trustees
88,ALTOR Vermögensverwaltung AG,St. Gallen,X,,FINcontrol Suisse AG
89,Alve Finance AG,Zollikon,X,,OSFIN Organisation de surveillance financière
90,Alyeska Advisors SA,Genève,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
91,Amana Wealth AG,Zürich,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
92,Amasus Investment AG,Zürich,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
93,AMB PRIVATE TRUSTEE SA,Lugano,,X,OSFIN Organisation de surveillance financière
94,Amber Lion Partners AG,Zürich,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
95,AMCS Asset Management & Consulting Services GmbH,Zürich,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
96,Ameliora Wealth Management Ltd.,Zürich,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
97,Amerys SA,Genève,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
98,AMFIN SA,Lugano,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
99,AMG Analysen & Anlagen AG,Zürich,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
100,Amgest SA,Lugano,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
101,Amicum Capital AG,Zürich,X,,FINcontrol Suisse AG
102,Amity Partners Sàrl,Genève,,X,ORGANISME DE SURVEILLANCE DES INSTITUTS FINANCIERS OSIF
103,AMMANN VERMÖGENSVERWALTUNG AG,Basel,X,,OSFIN Organisation de surveillance financière
104,AMP PARTNERS SA,Genève,X,,SO-FIT Organisme de Surveillance pour Intermédiaires Financiers & Trustees
105,Amplia Wealth Switzerland AG,Zürich,X,,FINcontrol Suisse AG
106,AMS - Asset Management Services (Suisse) SA,Genève,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
107,ANACONDAINVEST SA,Genève,X,,SO-FIT Organisme de Surveillance pour Intermédiaires Financiers & Trustees
108,Anderes Finanzberatung AG,Frauenfeld,X,,FINcontrol Suisse AG
109,Andreas K. Huwiler Finanz- und Wirtschaftsberatung,Pfeffingen,X,,OSFIN Organisation de surveillance financière
110,ANTECIME SA,Genève,X,,ORGANISME DE SURVEILLANCE DES INSTITUTS FINANCIERS OSIF
111,Anthos Swiss Service Office AG,Zug,X,,OSFIN Organisation de surveillance financière
112,APERTA FIDUCIARIA SA,Lugano,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
113,APF Advisory & Portfolio Management AG,Zürich,X,,OSFIN Organisation de surveillance financière
114,APIFINANCE SA,Genève,X,,SO-FIT Organisme de Surveillance pour Intermédiaires Financiers & Trustees
115,APMI - Atrium Portfolio Management and Investment SA,Genève,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
116,Apollon Wealth AG,Zug,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
117,APPLETREE SA,Genève,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
118,Apricus Finance SA,Genève,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
119,AQUILON AG,Baar,,X,OSFIN Organisation de surveillance financière
120,Arabella Vermögensverwaltung AG,Chur,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
121,Aramis Capital SA,Neuchâtel,X,,ORGANISME DE SURVEILLANCE DES INSTITUTS FINANCIERS OSIF
122,Aramis Trust SA,Genève,,X,SO-FIT Organisme de Surveillance pour Intermédiaires Financiers & Trustees
123,Archanda AG,Zürich,X,,OSFIN Organisation de surveillance financière
124,ARCORA GESTION SA,Genève,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
125,Arctos Capital AG,Zürich,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
126,Arcus Finance SA,Genève,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
127,Argan AG,Zürich,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
128,Argentura AG,Luzern,X,,FINcontrol Suisse AG
129,ARGUSCH AG,Wohlen AG,X,,OSFIN Organisation de surveillance financière
130,Ariaan Finance Sàrl,Genève,X,,ORGANISME DE SURVEILLANCE DES INSTITUTS FINANCIERS OSIF
131,ARILYNCH FINANCE SARL,Meyrin,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
132,Arkai Swiss Trustees GmbH,Lugano,,X,OSFIN Organisation de surveillance financière
133,ARKAIM SA,Genève,X,,ORGANISME DE SURVEILLANCE DES INSTITUTS FINANCIERS OSIF
134,Arktur Wealth Management AG,Zug,X,,FINcontrol Suisse AG
135,Arnova Capital AG,Zug,X,,OSFIN Organisation de surveillance financière
136,ARO Asset Management AG,Préverenges,X,,ORGANISME DE SURVEILLANCE DES INSTITUTS FINANCIERS OSIF
137,Arode SA,Genève,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
138,ARQX Capital SA,Genève,X,,ORGANISME DE SURVEILLANCE DES INSTITUTS FINANCIERS OSIF
139,Arrowa AG,Erlenbach ZH,X,,OSFIN Organisation de surveillance financière
140,Artémis Gestion SA,Wollerau,X,,ORGANISME DE SURVEILLANCE DES INSTITUTS FINANCIERS OSIF
141,ARTEMIS WEALTH MANAGEMENT SA,Genève,X,,ORGANISME DE SURVEILLANCE DES INSTITUTS FINANCIERS OSIF
142,Arter Asset Management AG,Zug,X,,FINcontrol Suisse AG
143,Artha Finance SA,Genève,X,,SO-FIT Organisme de Surveillance pour Intermédiaires Financiers & Trustees
144,Artis Partner AG,Zug,X,,FINcontrol Suisse AG
145,ARVEA Investments AG,Zürich,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
146,ARX Capital AG,Zürich,X,,FINcontrol Suisse AG
147,Asfin Consult SA,Lugano,X,,OSFIN Organisation de surveillance financière
148,Asio Finanz AG,Winterthur,X,,OSFIN Organisation de surveillance financière
149,Askfin Consulting AG,Adliswil,X,,OSFIN Organisation de surveillance financière
150,Aspermont Capital AG,Zürich,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
151,Asserta Asset Management AG,Zürich,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
152,Asset Management Switzerland AG,Zug,X,,OSFIN Organisation de surveillance financière
153,Asset Street SA,Genève,X,,SO-FIT Organisme de Surveillance pour Intermédiaires Financiers & Trustees
154,Astero Capital AG,Zürich,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
155,Aston Capital SA,Genève,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
156,Astrantia AG,Luzern,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
157,ATAG Swiss Trustees AG,Basel,,X,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
158,ATHENEE INVESTMENT SA,Genève,X,,SO-FIT Organisme de Surveillance pour Intermédiaires Financiers & Trustees
159,Atlantic Cobalt AG,Zug,X,,FINcontrol Suisse AG
160,ATLANTIC GESTION SA,Genève,X,,SO-FIT Organisme de Surveillance pour Intermédiaires Financiers & Trustees
161,Atlantinvest SA,Lugano,X,,ORGANISME DE SURVEILLANCE DES INSTITUTS FINANCIERS OSIF
162,Atlantis Marcuard SA,Genève,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
163,Atlas Management SA,Carouge GE,X,,SO-FIT Organisme de Surveillance pour Intermédiaires Financiers & Trustees
164,Atrimis AG,Zug,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
165,Atticus Finance Sàrl,Carouge GE,X,,ORGANISME DE SURVEILLANCE DES INSTITUTS FINANCIERS OSIF
166,Aura Consult SA,Genève,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
167,AURBIS CAPITAL SA,Genève,X,,ORGANISME DE SURVEILLANCE DES INSTITUTS FINANCIERS OSIF
168,Aurea Global Investments SA,Genève,X,,ORGANISME DE SURVEILLANCE DES INSTITUTS FINANCIERS OSIF
169,AUREA Wealth Management SA,Lugano,X,X,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
170,Auriga Partners SA,Lugano,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
171,Auris Wealth Management SA,Genève,X,,SO-FIT Organisme de Surveillance pour Intermédiaires Financiers & Trustees
172,Aurum Trust & Finance SA,Lugano,X,,OSFIN Organisation de surveillance financière
173,Authentic Capital SA,Genève,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
174,AV Management SA,Genève,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
175,Ava Investors SA,Genève,X,,SO-FIT Organisme de Surveillance pour Intermédiaires Financiers & Trustees
176,Avalor Investment AG,Zürich,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
177,AVB Partner AG,Zürich,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
178,AVEK Capital Group AG,Zug,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
179,Avestum AG,Basel,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
180,AVIDES SOCIÉTÉ SA,Genthod,X,,SO-FIT Organisme de Surveillance pour Intermédiaires Financiers & Trustees
181,AVR Capital SA,Genève,X,,SO-FIT Organisme de Surveillance pour Intermédiaires Financiers & Trustees
182,AWAP Asset Management SA,Genève,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
183,AWARE Investments (Switzerland) SA,Genève,X,,SO-FIT Organisme de Surveillance pour Intermédiaires Financiers & Trustees
184,AWEALTH GROUP AG,Zollikon,X,,FINcontrol Suisse AG
185,AWT Investment AG,Rapperswil SG,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
186,Axia Management SA,Genève,X,,SO-FIT Organisme de Surveillance pour Intermédiaires Financiers & Trustees
187,Axios Trustees SA,Genève,,X,SO-FIT Organisme de Surveillance pour Intermédiaires Financiers & Trustees
188,Axxets Management (Schweiz) AG,Zürich,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
189,azemos partner ag,Frauenfeld,X,,FINcontrol Suisse AG
190,AZETA SA,Poschiavo,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
191,Azura AG,Zürich,,X,OSFIN Organisation de surveillance financière
192,AZURA SUISSE SA,Genève,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
193,AZURE WEALTH SWITZERLAND SA,Genève,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
194,B & M Wealth Management AG,Zürich,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
195,B Capital SA,Genève,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
196,B&F FINANCIAL SAGL,Lugano,X,,OSFIN Organisation de surveillance financière
197,B&G Consulting SA,Cama,X,,ORGANISME DE SURVEILLANCE DES INSTITUTS FINANCIERS OSIF
198,B&P Beerli & Partner AG,Küsnacht ZH,X,,FINcontrol Suisse AG
199,B1 AG,Bäch SZ,X,,OSFIN Organisation de surveillance financière
200,b2venture Advisor GmbH,St. Gallen,X,,FINcontrol Suisse AG
201,Babourg Invest SA,Yverdon-les-Bains,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
202,Bächli & Partner AG,Wettingen,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
203,Balanz AG,Basel,X,,OSFIN Organisation de surveillance financière
204,Balboa Asset Management SA,Genève,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
205,Balfina Vermögensverwaltung AG,Basel,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
206,BALLY CAPITAL ADVISORS AG,Zug,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
207,Baltrag AG,Basel,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
208,BAMCO GmbH,Hünenberg See,X,,OSFIN Organisation de surveillance financière
209,Barcap Invest AG,Luzern,X,,FINcontrol Suisse AG
210,BARTU ASSET MANAGEMENT SARL,Vandoeuvres,X,,SO-FIT Organisme de Surveillance pour Intermédiaires Financiers & Trustees
211,Baryon AG,Zürich,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
212,Baseline Wealth Management SA,Genève,X,,ORGANISME DE SURVEILLANCE DES INSTITUTS FINANCIERS OSIF
213,Basso Global Advisors AG,Zürich,X,,FINcontrol Suisse AG
214,BBAM SA,Genève,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
215,BBS Vermögensverwaltung Schaffhausen AG,Schaffhausen,X,,FINcontrol Suisse AG
216,BCO Swiss Family Office SA,Breganzona,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
217,BCO Vermögensverwaltung AG,Basel,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
218,BCT Bastion Capital & Trust SA,Genève,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
219,BE LIONS Sàrl,Genève,X,,ORGANISME DE SURVEILLANCE DES INSTITUTS FINANCIERS OSIF
220,BE.MAIN SA,Breganzona,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
221,Beck Asset Management AG,Zürich,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
222,Beck Verwaltungen AG,Zürich,X,X,OSFIN Organisation de surveillance financière
223,Bedrock SA,Genève,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
224,Belesta AG,Baar,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
225,Belfort Capital Group AG,Zürich,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
226,Belvalor AG,Zürich,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
227,Belvoir Wealth Management AG,Zürich,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
228,Benchmarc AG,Hergiswil NW,X,,OSFIN Organisation de surveillance financière
229,Bendio AG,Küssnacht am Rigi,X,,OSFIN Organisation de surveillance financière
230,Benfid Verwaltungs AG,Zug,,X,OSFIN Organisation de surveillance financière
231,Berfid SA,Lugano,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
232,Berlowitz Jakob,Celerina/Schlarigna,X,,OSFIN Organisation de surveillance financière
233,Bernhard Arnold Vermögensverwaltung und Finanzberatung GmbH,Altdorf UR,X,,FINcontrol Suisse AG
234,"Bernhard Kauer, Family Asset Management (FAM)",Neerach,X,,OSFIN Organisation de surveillance financière
235,Best Partner SA,Lugano,X,,OSFIN Organisation de surveillance financière
236,BFI Infinity AG,Ebmatingen,X,,FINcontrol Suisse AG
237,BG Valeur SA,Lugano,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
238,BJKK AG,Riehen,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
239,Black Oak Family Office SA,Genève,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
240,Blackden Financial SA,Collonge-Bellerive,X,,ORGANISME DE SURVEILLANCE DES INSTITUTS FINANCIERS OSIF
241,Blackfort Capital AG,Zürich,X,,FINcontrol Suisse AG
242,BLANKART & CIE Aktiengesellschaft,Zürich,X,,OSFIN Organisation de surveillance financière
243,Blickenstorfer & Bacchini Finanz- und Vermögensverwaltung Aktiengesellschaft,Chur,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
244,Bloch Partner Vermögensverwaltungs AG,Zürich,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
245,BLUE BOX WEALTH MANAGEMENT SA,Genève,X,,SO-FIT Organisme de Surveillance pour Intermédiaires Financiers & Trustees
246,Blue Bridge Trust and Wealth Management Services SA,Lausanne,,X,ORGANISME DE SURVEILLANCE DES INSTITUTS FINANCIERS OSIF
247,BlueCap AG,Zug,X,,OSFIN Organisation de surveillance financière
248,Bluesky Consulting SA,Lugano,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
249,BLUM.RECHT,Zug,,X,FINcontrol Suisse AG
250,BLZ Invest AG,Zürich,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
251,BM Asset Management AG,Zug,X,,OSFIN Organisation de surveillance financière
252,BM Swiss Performance AG,Basel,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
253,Boccard & Cie Finance SA,Genève,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
254,Boccard & Partenaires SA,Neuchâtel,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
255,BodmerLyhs & Partner AG,Zürich,X,,OSFIN Organisation de surveillance financière
256,BO'H SA,Genève,X,,SO-FIT Organisme de Surveillance pour Intermédiaires Financiers & Trustees
257,Bolder Trustees (Switzerland) AG,Baar,,X,OSFIN Organisation de surveillance financière
258,Bonart Financial Performance Ltd.,Wollerau,X,,FINcontrol Suisse AG
259,Bonnier Waldvogel & Cie AG,Zürich,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
260,Boreal Capital Management AG,Zürich,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
261,BPCS BUELACH PRIVATE CLIENTS SERVICES AG,Bülach,X,,FINcontrol Suisse AG
262,BPI (Suisse) SA,Genève,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
263,B-R & H Finance SA,Rotkreuz,X,,SO-FIT Organisme de Surveillance pour Intermédiaires Financiers & Trustees
264,Brainvest Trustees GmbH,Zug,,X,FINcontrol Suisse AG
265,Brevalia AG,Zürich,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
266,Brightside Capital SA,Lugano,X,,ORGANISME DE SURVEILLANCE DES INSTITUTS FINANCIERS OSIF
267,Broadgate Advisers SA,Genève,X,,SO-FIT Organisme de Surveillance pour Intermédiaires Financiers & Trustees
268,Brütsch Wealth Management AG,Unterägeri,X,,FINcontrol Suisse AG
269,BS51 financial services AG,Röschenz,X,,OSFIN Organisation de surveillance financière
270,BT Finance SA,Marin-Epagnier,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
271,BTG Trust & Corporate Services SA,Genève,,X,ORGANISME DE SURVEILLANCE DES INSTITUTS FINANCIERS OSIF
272,Burggraben Holding AG,Zug,X,,FINcontrol Suisse AG
273,Butterfield Trust (Switzerland) Limited,Genève,,X,SO-FIT Organisme de Surveillance pour Intermédiaires Financiers & Trustees
274,BvB and Partners SA,Genève,X,,SO-FIT Organisme de Surveillance pour Intermédiaires Financiers & Trustees
275,BVV Asset Management AG,Steinhausen,X,,OSFIN Organisation de surveillance financière
276,bzi asset management ag,Zug,X,,FINcontrol Suisse AG
277,C4 First Conseil et Gestion de Patrimoines SA,Genève,X,,SO-FIT Organisme de Surveillance pour Intermédiaires Financiers & Trustees
278,Calebo Capital AG,Zürich,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
279,CalFinanz SA,Arzo,X,,OSFIN Organisation de surveillance financière
280,Calliopa Capital AG,Zürich,X,,FINcontrol Suisse AG
281,CAM Schweiz AG,Glattbrugg,X,,OSFIN Organisation de surveillance financière
282,Candor Wealth Management SA,Versoix,X,,ORGANISME DE SURVEILLANCE DES INSTITUTS FINANCIERS OSIF
283,Capeo Wealth AG,Zürich,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
284,CAPI SA Compagnie auxiliaire pour l'Investissement,Genève,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
285,CAPITAL FINANCE AND TRUST COMPANY (1923) SA,Mendrisio,X,,AOOS - Schweizerische Aktiengesellschaft für Aufsicht
286,CAPITAL STRATEGY SA,Genève,X,,SO-FIT Organisme de Surveillance pour Intermédiaires Financiers & Trustees
287,Capital Trustees AG,Zürich,,X,SO-FIT Organisme de Surveillance pour Intermédiaires Financiers & Trustees
